Full Product Name,Brand,Name,Speed,Control,Stiffness,Overall,Price,Ratings
Gewo Hybrid Carbon A-Speed ALL+,Gewo,Hybrid Carbon A-Speed ALL+,7.8,9.4,5,9.4,$33.00,9
Gewo Hybrid Carbon M-Speed Off-,Gewo,Hybrid Carbon M-Speed Off-,9.2,9.4,6.8,9.4,$37.00,9
Gewo Hybrid Carbon X-Speed OFF,Gewo,Hybrid Carbon X-Speed OFF,9.6,9,9.3,9.4,$56.00,8
Gewo Konigsklasse OFF Funf,Gewo,Konigsklasse OFF Funf,8.9,9.5,5,9.8,$150.00,1
Gewo OF Feeling 5.5,Gewo,OF Feeling 5.5,9.4,7.5,5,9,$62.00,1
Gewo Power AR 5.0,Gewo,Power AR 5.0,8.8,9,5,,$61.00,1
Gewo Super-Force CF,Gewo,Super-Force CF,9,9.5,3,9.3,$120.00,8
Gewo Velox Alpha Overdrive,Gewo,Velox Alpha Overdrive,8.4,9.3,4.5,9.2,$44.00,9
Gewo Velox Alpha Speedster,Gewo,Velox Alpha Speedster,8.9,9.3,5.3,9.4,$46.00,9
Gewo Velox Power Control,Gewo,Velox Power Control,8,9.5,3.8,9.4,$25.00,6
Gewo Zoom Balance ALL+,Gewo,Zoom Balance ALL+,8.7,9.8,7,9.8,$40.00,2
Gewo Zoom Pro,Gewo,Zoom Pro,8,8.5,5,9,$35.00,1
Gewo Zoom Pro OFF-,Gewo,Zoom Pro OFF-,8.5,9.2,5,9.3,$35.00,2
Giant Dragon BALSAdef,Giant Dragon ,BALSAdef,7.1,8.9,5.4,8.7,$30.00,6
Giant Dragon BALSApower,Giant Dragon ,BALSApower,8.1,8.5,7,8.4,$28.00,1
Giant Dragon BS7100,Giant Dragon ,BS7100,7.5,8,3,8,$26.00,1
Giant Dragon Challenger XS,Giant Dragon ,Challenger XS,8.5,8,7,8.5,$20.00,1
Giant Dragon Ebony King 5,Giant Dragon ,Ebony King 5,8,6,7,8,$85.00,1
Giant Dragon Ebony King 7,Giant Dragon ,Ebony King 7,9.6,8.1,8.5,9.3,$70.00,2
Giant Dragon Fiberenergy 3K,Giant Dragon ,Fiberenergy 3K,9,7.8,6,8.8,$48.00,3
Giant Dragon Fiberenergy Kevlar,Giant Dragon ,Fiberenergy Kevlar,8.4,8.8,6.3,8.9,$44.00,4
Giant Dragon Katana 5P,Giant Dragon ,Katana 5P,7.8,7,5,7.5,$48.00,2
Giant Dragon Kris,Giant Dragon ,Kris,8.2,8.4,7,9,$26.00,4
Giant Dragon Kris Carbon,Giant Dragon ,Kris Carbon,,,,2,$40.00,1
Giant Dragon Kris II,Giant Dragon ,Kris II,7.9,8.9,5,8.6,$35.00,3
Giant Dragon Kris Special,Giant Dragon ,Kris Special,8,7.5,7.5,7.5,$38.00,2
Giant Dragon Nunchaku,Giant Dragon ,Nunchaku,9,8.7,5.4,9.1,$30.00,5
Giant Dragon Overimagine,Giant Dragon ,Overimagine,9,5,5,1,$30.00,1
Giant Dragon SuperBalsa II (2),Giant Dragon ,SuperBalsa II (2),9.8,8.1,8.5,,$28.00,2
Giant Dragon Topspeed,Giant Dragon ,Topspeed,8.8,8.5,6,8.3,$26.00,2
GKI Euro Jumbo,GKI,Euro Jumbo,9,9,5,9,$80.00,1
GKI Euro XX,GKI,Euro XX,7.6,7.8,5,8.4,$31.00,2
Globe 521 CG,Globe,521 CG,9.2,7.3,10,8,$30.00,1
Globe 522,Globe,522,9.3,8.3,6.8,8.6,$32.00,5
Globe 581,Globe,581,6,6,5,5,$23.00,1
Globe 582,Globe,582,8.8,9,5,9,$21.00,2
Globe 583,Globe,583,8,8.2,5.6,8.1,$10.00,5
Globe 782,Globe,782,9,8.5,7,,$20.00,1
Globe 783,Globe,783,8.2,8.2,5,8.2,$10.00,3
Globe Biaowang 1,Globe,Biaowang 1,9,8.5,5,9,$27.00,1
Globe Biaowang BW-4,Globe,Biaowang BW-4,7.5,8.5,5,8.5,$32.00,3
Gold Cup,Gold,Cup,9,9,5,9,$5.00,1
Hallmark Aurora,Hallmark,Aurora,5.5,9.1,7.4,8.7,$50.00,8
Hallmark Combination Effect,Hallmark,Combination Effect,8.3,9.5,3.7,9.3,$40.00,4
Hallmark Strategy,Hallmark,Strategy,,,,,,1
Hanno Masterpiece MF1,Hanno,Masterpiece MF1,6,6,,10,$100.00,1
Huaruite 2091,Huaruite,2091,,,,8.5,,1
Huaruite Clipper,Huaruite,Clipper,8.3,9.2,5.4,9,$12.00,22
Huaruite Ebenholz NCT V,Huaruite,Ebenholz NCT V,9,8,7,8,$25.00,1
Huaruite Ebenholz NCT VII,Huaruite,Ebenholz NCT VII,9.5,8.5,10,9.1,$32.00,1
Huaruite Narra Carbon,Huaruite,Narra Carbon,9.4,9,10,9.5,$22.00,2
Huaruite Palisander NCT V,Huaruite,Palisander NCT V,8.7,8.9,5,8.6,$22.00,1
Huaruite Palisander NCT VII,Huaruite,Palisander NCT VII,9.3,8.7,6,9.7,$25.00,2
Huaruite Red Carbon,Huaruite,Red Carbon,9.2,8.3,7,8.9,$15.00,4
Huaruite Rosewood NCT V,Huaruite,Rosewood NCT V,9.2,8.8,6,9.3,$25.00,5
Huaruite Rosewood NCT VII,Huaruite,Rosewood NCT VII,9,9,7,9.9,$32.00,2
Huaruite Sunshine-1,Huaruite,Sunshine-1,7.2,9,3,7.5,$12.00,1
Huieson Arylate Carbon,Huieson,Arylate Carbon,9,8.7,5,9,$20.00,1
Huieson S3,Huieson,S3,9,9,5,9.6,$10.00,2
Hunter Black Widow,Hunter,Black Widow,9,8,7,9,$65.00,1
Hunter Equalizer,Hunter,Equalizer,6,8,3,7,$45.00,1
Hunter Flame,Hunter,Flame,8.2,8.5,6.6,8.9,$49.00,5
Hunter Hawk,Hunter,Hawk,6,9.5,0,9,$54.00,1
Hunter Power-Touch,Hunter,Power-Touch,9,7.6,5,9.3,$49.00,4
Hunter Venom,Hunter,Venom,9.5,7.8,7,9,$55.00,1
Hunter X-Carbon,Hunter,X-Carbon,8.5,6,7,8.5,$73.00,1
ITC Accelum 5,ITC,Accelum 5,9,8.5,5,9.5,$65.00,1
ITC Accelum Carbon,ITC,Accelum Carbon,10,8,10,,$79.00,1
ITC Challenge Force,ITC,Challenge Force,7.5,9,5,9,$60.00,1
ITC Premier XQ,ITC,Premier XQ,9,8.8,7,9,$90.00,1
ITC Premier XR,ITC,Premier XR,8.8,9,7,9,$160.00,1
ITC Radix Express,ITC,Radix Express,9.5,9.8,7,9.9,$110.00,1
Japsko Japsko Carbon,Japsko,Japsko Carbon,8.7,8.2,3,8.5,$35.00,1
JOOLA Air Carbon,JOOLA,Air Carbon,9.4,9.3,7.3,9.4,$179.00,4
JOOLA Aruna OFF,JOOLA,Aruna OFF,9,9.5,4.9,9.5,$140.00,14
JOOLA Aruna OFF+,JOOLA,Aruna OFF+,9.4,9.1,5,9.3,$175.00,3
JOOLA Black Rose,JOOLA,Black Rose,10,9.5,,9.5,$199.00,1
JOOLA Bomb Extrem MCD,JOOLA,Bomb Extrem MCD,9.7,8.1,6.9,8.9,$110.00,18
JOOLA Bomb Fast MCD,JOOLA,Bomb Fast MCD,9.4,8.9,,9,$110.00,2
JOOLA Carbon,JOOLA,Carbon,7.9,7.3,7,7.9,$25.00,5
JOOLA Carbon Pro,JOOLA,Carbon Pro,7.8,7.8,7.1,8.2,$63.00,8
JOOLA Carbon Strung,JOOLA,Carbon Strung,9,7.5,7,10,$35.00,1
JOOLA Carbon SWE,JOOLA,Carbon SWE,8.5,8.5,7,8.5,$110.00,3
JOOLA Cat,JOOLA,Cat,7,8,7,8,$50.00,1
JOOLA Chen Defender,JOOLA,Chen Defender,6.8,10,0,9.8,$70.00,4
JOOLA Chen Junior,JOOLA,Chen Junior,7.5,10,5,8.7,$30.00,2
JOOLA Chen Weixing,JOOLA,Chen Weixing,7.8,8.7,5.6,8.8,$75.00,18
JOOLA DANUBE,JOOLA,DANUBE,8.3,8.5,3,9,$27.00,1
JOOLA Defense,JOOLA,Defense,10,9,0,9,$45.00,1
JOOLA Eagle Carbon,JOOLA,Eagle Carbon,9,8.7,10,9.2,$84.00,1
JOOLA Eagle Fast,JOOLA,Eagle Fast,8.3,8.8,5.5,8.5,$70.00,13
JOOLA Eagle Medium,JOOLA,Eagle Medium,8,9,5,9,$55.00,5
JOOLA Eagle Speed,JOOLA,Eagle Speed,8.4,9.1,5,7.9,$56.00,3
JOOLA Energon Super PBO-c,JOOLA,Energon Super PBO-c,9.6,9.5,8.5,9.6,$269.00,2
JOOLA Falcon Fast,JOOLA,Falcon Fast,7.5,8.4,7,8.6,$49.00,3
JOOLA Falcon Fast+,JOOLA,Falcon Fast+,9.1,8.2,6.3,8.8,$59.00,3
JOOLA Falcon Medium,JOOLA,Falcon Medium,8.4,9.1,4.5,9,$30.00,4
JOOLA Fejer-Konnerth Light,JOOLA,Fejer-Konnerth Light,7.3,8.8,4,7.5,$44.00,2
JOOLA Fetzner Powerall,JOOLA,Fetzner Powerall,7.5,9,,8,$38.00,1
JOOLA Fever,JOOLA,Fever,8.8,9.2,5.6,9.5,$140.00,20
JOOLA Flame Extreme,JOOLA,Flame Extreme,9.6,8.3,6.5,9.3,$90.00,19
JOOLA Flame Fast,JOOLA,Flame Fast,8.7,9.2,4.8,9.2,$80.00,12
JOOLA Flame Low,JOOLA,Flame Low,7,10,7,8,$85.00,1
JOOLA Flame Medium,JOOLA,Flame Medium,7.2,8.7,4.6,8.6,$75.00,5
JOOLA Granite,JOOLA,Granite,6,9.5,0,9,$23.00,1
JOOLA Greenline Extreme,JOOLA,Greenline Extreme,9,8,6,9.2,$109.00,2
JOOLA Greenline Fast,JOOLA,Greenline Fast,8,7,5,,$99.00,1
JOOLA Greenline Medium,JOOLA,Greenline Medium,7,9.5,5,8.8,$89.00,2
JOOLA Guo 3 C,JOOLA,Guo 3 C,9.6,7.9,7.3,9.3,$40.00,4
JOOLA K3,JOOLA,K3,8.5,7.5,10,8,$41.00,2
JOOLA K4,JOOLA,K4,9.5,9.6,7.5,9.5,,2
JOOLA K5,JOOLA,K5,7.6,8.2,3.2,7.6,$63.00,7
JOOLA K6,JOOLA,K6,9.3,9.5,7,9.4,,1
JOOLA K7,JOOLA,K7,9.4,8.2,7,9.4,$92.00,3
JOOLA Kool,JOOLA,Kool,9.6,7.7,8.8,9.3,$128.00,29
JOOLA Legend,JOOLA,Legend,7.8,9.5,4.3,9.3,$37.00,9
JOOLA Linus,JOOLA,Linus,8,8.9,5,8.9,$85.00,4
JOOLA Markovic,JOOLA,Markovic,8.6,9.1,7.3,9.3,$45.00,4
JOOLA Maya,JOOLA,Maya,8.5,9,5,8.7,$49.00,1
JOOLA MC1,JOOLA,MC1,9.7,9,6,9.4,$99.00,28
JOOLA Mikado ALL+,JOOLA,Mikado ALL+,6.9,9.1,5,8.8,$70.00,2
JOOLA Mikado OFF,JOOLA,Mikado OFF,8.7,8.6,5,8.9,$80.00,1
JOOLA Mikado OFF+,JOOLA,Mikado OFF+,9.3,8.5,5,9.3,$90.00,2
JOOLA Nobilis PBO-c,JOOLA,Nobilis PBO-c,9.1,9.2,4.3,9.1,$200.00,4
JOOLA Panther,JOOLA,Panther,9,9.3,5.3,7.8,$90.00,8
JOOLA Power Allround,JOOLA,Power Allround,7,8.5,5,8.5,$41.00,1
JOOLA R*1,JOOLA,R*1,9.6,7,6,8.6,$45.00,9
JOOLA Rossi Allround 07,JOOLA,Rossi Allround 07,8.2,9,5,8.8,$44.00,3
JOOLA Rossi Carbon,JOOLA,Rossi Carbon,9.5,8.5,,9,$85.00,3
JOOLA Rossi Exact,JOOLA,Rossi Exact,6,8,5,7,$50.00,1
JOOLA Rossi Fire 07,JOOLA,Rossi Fire 07,8.6,8.7,5,9.1,$45.00,5
JOOLA Rossi Force,JOOLA,Rossi Force,9.3,8.8,6.2,9.3,$99.00,14
JOOLA Rossi Junior,JOOLA,Rossi Junior,,,,,$30.00,1
JOOLA Rossi Power Light,JOOLA,Rossi Power Light,8,9,3,9,$46.00,1
JOOLA Rossi Trix Fast,JOOLA,Rossi Trix Fast,8,6,3,6.9,$58.00,1
JOOLA Rosskopf Allround,JOOLA,Rosskopf Allround,6.5,9.4,3.8,8.8,$44.00,6
JOOLA Rosskopf Emotion,JOOLA,Rosskopf Emotion,8.7,9.1,5.6,9.3,$100.00,38
JOOLA Sheikh,JOOLA,Sheikh,8.3,8,5,9,$55.00,2
JOOLA Spirit ALL+,JOOLA,Spirit ALL+,9,8.9,5,9.9,$44.00,1
JOOLA Spirit OFF,JOOLA,Spirit OFF,8.9,7.5,6,9.4,$48.00,2
JOOLA Stefan Feth Cross,JOOLA,Stefan Feth Cross,7.8,8,5,8.7,$44.00,2
JOOLA Sting,JOOLA,Sting,9,8.6,6,9,$53.00,4
JOOLA Ticker,JOOLA,Ticker,6,8,3,,$26.00,1
JOOLA Toni Hold,JOOLA,Toni Hold,5,9,1.5,8.5,$37.00,3
JOOLA Toni Hold White Spot,JOOLA,Toni Hold White Spot,5.5,9.7,3.7,9.1,$45.00,6
JOOLA Tony Gavlas,JOOLA,Tony Gavlas,9,8.5,7,9.2,$75.00,1
JOOLA Torre ALL+,JOOLA,Torre ALL+,6.8,8.9,6,8,$47.00,2
JOOLA TPE Feeling,JOOLA,TPE Feeling,8.4,8.6,4,9.1,$75.00,2
JOOLA TPE Fight,JOOLA,TPE Fight,9.6,8.5,7,9.5,$150.00,3
JOOLA TPE Nature,JOOLA,TPE Nature,8.8,9.3,5.3,9.3,$75.00,11
JOOLA TPE Perform,JOOLA,TPE Perform,9,9.3,5.3,9.3,$70.00,9
JOOLA Trix Fast,JOOLA,Trix Fast,8.3,7.3,8,9,$70.00,4
JOOLA Trix Medium,JOOLA,Trix Medium,7.8,8.5,5,8.5,$60.00,1
JOOLA Viking,JOOLA,Viking,,,,,$130.00,1
JOOLA Viva,JOOLA,Viva,8.4,8.8,5.9,9.2,$65.00,17
JOOLA Wing Carbon,JOOLA,Wing Carbon,9.5,7,7,8.8,$139.00,1
JOOLA Wing Fast,JOOLA,Wing Fast,8.7,7.3,7.4,8.9,$90.00,8
JOOLA Wing Medium,JOOLA,Wing Medium,7.6,8.9,5,8.3,$70.00,6
JOOLA Wing Passion Extreme,JOOLA,Wing Passion Extreme,9.6,8.3,8.1,9.3,$110.00,15
JOOLA Wing Passion Fast,JOOLA,Wing Passion Fast,8.3,7.3,5.8,8.4,$99.00,10
JOOLA Wing Passion Medium,JOOLA,Wing Passion Medium,6.6,8.8,4.3,9.5,$70.00,3
JOOLA ZeLeBRO PBO-c,JOOLA,ZeLeBRO PBO-c,9.3,9,6,9.2,$169.00,2
JOOLA Zolli Light,JOOLA,Zolli Light,6.8,8,5,8,$46.00,3
Juic Air Texa,Juic,Air Texa,9.5,9.5,7,9.7,$90.00,1
Juic Cortan Super Light,Juic,Cortan Super Light,7.5,8.3,5,7.5,$75.00,1
Juic Euro Cut,Juic,Euro Cut,7.5,10,5,10,$54.00,1
Juic Exacta,Juic,Exacta,7.2,8,3,8.5,$31.00,1
Juic Hinoki Carbon III,Juic,Hinoki Carbon III,9.5,8.3,7,9,$65.00,1
Juic Hybrid,Juic,Hybrid,6,8,5,7,$45.00,1
Juic Kalinic,Juic,Kalinic,7,8,5,8,$49.00,1
Juic Kiso Hinoki,Juic,Kiso Hinoki,9.5,6.4,7.3,7.7,$73.00,5
Juic Maple Shot,Juic,Maple Shot,8.9,8.2,5,9.1,$49.00,2
Juic Nebula,Juic,Nebula,8.6,6.9,7,9,$60.00,1
Juic Stellan Bengtsson Alpha,Juic,Stellan Bengtsson Alpha,8.3,8.9,5,9,$78.00,6
Juic Texalium,Juic,Texalium,8.6,8.5,3,9.1,$49.00,1
Killerspin Diamond C,Killerspin,Diamond C,9.6,8.9,4.3,9.5,$135.00,3
Killerspin Diamond CQ,Killerspin,Diamond CQ,9.1,8.3,6,8.9,$165.00,8
Killerspin Diamond TC,Killerspin,Diamond TC,9.6,8.2,5.3,9.4,$160.00,9
Killerspin Diamond TX,Killerspin,Diamond TX,9.6,7.9,3,9,$120.00,1
Killerspin Kido 5A,Killerspin,Kido 5A,8.4,9.1,4.5,9.4,$64.00,4
Killerspin Kido 7P,Killerspin,Kido 7P,8.6,8.8,5.3,8.8,$110.00,8
Killerspin Kido 7Z,Killerspin,Kido 7Z,7.8,7.5,3,8.2,$68.00,1
Killerspin Stilo,Killerspin,Stilo,9,7,10,7.5,$80.00,1
Killerspin Stilo Z,Killerspin,Stilo Z,9.6,8.7,7,,$85.00,3
Killerspin X50,Killerspin,X50,7,7,5,7,$50.00,1
Killerspin X90,Killerspin,X90,8,8.5,7,8.2,$90.00,1
Kokutaku Bishu No.1 Specialist,Kokutaku,Bishu No.1 Specialist,9.4,9.5,5,9.9,$140.00,1
Kokutaku Blutenkirsche  Ice.Fire,Kokutaku,Blutenkirsche  Ice.Fire,7.5,8,7,9,$23.00,1
Kosaka Carbon,Kosaka,Carbon,7,8,5,7.4,$13.00,2
KTL (LKT) 168,KTL (LKT) ,168,8.5,8.4,4.3,9.1,$50.00,6
KTL (LKT) 2828,KTL (LKT) ,2828,9.7,8,7,9.3,$37.00,1
KTL (LKT) 368,KTL (LKT) ,368,7.9,9.4,3.7,9,$45.00,4
KTL (LKT) 9010,KTL (LKT) ,9010,9.6,9,6.8,9,$50.00,4
KTL (LKT) Ayous Hinoki,KTL (LKT) ,Ayous Hinoki,7.7,8.5,3.6,8.5,$22.00,10
KTL (LKT) Black Coffee,KTL (LKT) ,Black Coffee,8.4,8.8,5,9,$32.00,2
KTL (LKT) Blue Thunder,KTL (LKT) ,Blue Thunder,8.5,8.3,6.2,8.5,$32.00,5
KTL (LKT) Carbon King,KTL (LKT) ,Carbon King,9.3,8.5,6,9,$32.00,2
KTL (LKT) Glass Power,KTL (LKT) ,Glass Power,9,8.3,,7.9,$22.00,1
KTL (LKT) Gun,KTL (LKT) ,Gun,8.5,7.5,6.8,8.4,$18.00,5
KTL (LKT) Instinct,KTL (LKT) ,Instinct,6.6,8.8,4.2,7.7,$16.00,28
KTL (LKT) Instinct+,KTL (LKT) ,Instinct+,7.9,8.4,5.7,8.4,$16.00,13
KTL (LKT) LKT Blackwhirlwind Transformer,KTL (LKT) ,LKT Blackwhirlwind Transformer,7.5,9,5,9,$30.00,1
KTL (LKT) Loopsonic,KTL (LKT) ,Loopsonic,7,8.5,5,8.2,$7.00,3
KTL (LKT) Lord of the Balance,KTL (LKT) ,Lord of the Balance,10,10,10,10,$18.00,1
KTL (LKT) Lord of the Speed,KTL (LKT) ,Lord of the Speed,9.1,7.5,7,8.3,$22.00,4
KTL (LKT) Mind Game,KTL (LKT) ,Mind Game,8.2,8.6,,,$18.00,1
KTL (LKT) No. 1 Hinoki Transformer,KTL (LKT) ,No. 1 Hinoki Transformer,8.7,8.5,5,8.7,$30.00,4
KTL (LKT) Pro XC,KTL (LKT) ,Pro XC,6.5,9,5,9,$18.00,1
KTL (LKT) Pro XF,KTL (LKT) ,Pro XF,9,7,5,8,,1
KTL (LKT) Puma,KTL (LKT) ,Puma,5.1,9.5,5,9.6,$32.00,4
KTL (LKT) ST 008 OFF,KTL (LKT) ,ST 008 OFF,9,9,7,9,$20.00,1
KTL (LKT) Toxic 3,KTL (LKT) ,Toxic 3,4.7,9.2,1.3,8.1,$24.00,12
KTL (LKT) Toxic 5,KTL (LKT) ,Toxic 5,6.3,8,5,8,$22.00,5
KTL (LKT) Will Power,KTL (LKT) ,Will Power,9.3,8.3,8.5,9.1,$32.00,10
KTL (LKT) Zebra Carbon,KTL (LKT) ,Zebra Carbon,8.7,9.2,7,8.9,$32.00,7
Leoviz Liberty,Leoviz,Liberty,8.3,9,5,8.8,$32.00,2
Levi OFF-,Levi,OFF-,8,9.2,0,8.8,$40.00,1
LHS B4.0 Offensive,LHS,B4.0 Offensive,8,7.5,,7.5,$40.00,1
LHS K3.2 Offensive,LHS,K3.2 Offensive,8.5,9,5,9,$38.00,1
Lion Aratron All+,Lion,Aratron All+,6.5,10,5,10,$55.00,1
Lion Carbozone OFF,Lion,Carbozone OFF,10,9.8,7,9.8,$40.00,2
Loki Violent V9 Ebony Carbon,Loki,Violent V9 Ebony Carbon,8.9,9,6,9.3,$40.00,2
Maestro Lithuania,Maestro,Lithuania,9,9,7,9.5,$25.00,1
Mizuno Fortius,Mizuno,Fortius,9.6,9.6,7,9.6,$52.00,1
Mizuno Fortius FT,Mizuno,Fortius FT,8.9,9.1,6,9,$75.00,2
Mizuno SST,Mizuno,SST,9,9,8.5,9.3,$118.00,2
Mizuno Swifter,Mizuno,Swifter,8.2,8.5,5,9.6,$50.00,3
Mizuno Valour,Mizuno,Valour,9.2,8.8,7,9.4,$90.00,3
N8 TT Dragon L1,N8,TT Dragon L1,8,9,7,8,$50.00,1
Neottec Amagi,Neottec,Amagi,7.9,9.5,5,9.5,$63.00,1
Neottec Balsa Carbon,Neottec,Balsa Carbon,9,7,7,8,$55.00,1
Neottec Gamma All+,Neottec,Gamma All+,6.7,8.7,5,8.3,$27.00,3
Neottec Hinoki Carbon,Neottec,Hinoki Carbon,10,7,7,9,$59.00,1
Neottec Inazuma,Neottec,Inazuma,9.5,5,7,9,$35.00,1
Neottec Magic Control,Neottec,Magic Control,6.3,9,5.7,8.3,$24.00,3
Neottec Mark Off,Neottec,Mark Off,8,7,7,6.5,$16.00,1
Neottec Revolution,Neottec,Revolution,9,6,7,8,$21.00,2
Nexy Arirang,Nexy,Arirang,8.9,9.7,4.1,9.5,$150.00,9
Nexy Calix,Nexy,Calix,8.8,9.3,5,9.2,$150.00,14
Nexy Calix 2,Nexy,Calix 2,8.8,8.6,5,8.9,$170.00,3
Nexy Color,Nexy,Color,7,8.6,4.3,8.3,$100.00,5
Nexy Kanaph,Nexy,Kanaph,9.2,9.3,4.7,9.4,$130.00,3
Nexy Kim Jung Hoon,Nexy,Kim Jung Hoon,8.5,9.5,7,9,$120.00,1
Nexy Lissom,Nexy,Lissom,8,8,3,9,$100.00,1
Nexy Oscar,Nexy,Oscar,8,9.3,5,9.3,$150.00,2
Nexy Peterpan,Nexy,Peterpan,8.8,8.9,4,9.4,$80.00,2
Nexy Qabod (Quabot),Nexy,Qabod (Quabot),9.6,8.9,6,9.7,$200.00,2
Nexy Spartacus,Nexy,Spartacus,8,9,3,9,$110.00,1
Nexy Spear,Nexy,Spear,8.5,9.3,5.3,9.3,$60.00,7
Nexy Z Blade,Nexy,Z Blade,8.9,9.6,5,9.6,$90.00,1
Niceshot Origin,Niceshot,Origin,8,9.3,3,9.5,$65.00,1
Nimatsu Ardency 3.5,Nimatsu,Ardency 3.5,9,8,3,8.5,,1
Nimatsu Calculus Balsa 20,Nimatsu,Calculus Balsa 20,8.8,9.2,,,,2
Nimatsu Celsior 5.2 Control ALL,Nimatsu,Celsior 5.2 Control ALL,8.6,10,5,10,$53.00,1
Nimatsu Celsior 5.6 Direct Bamboo,Nimatsu,Celsior 5.6 Direct Bamboo,8.4,9.5,3,9.6,$66.00,1
Nimatsu Pulse,Nimatsu,Pulse,8.5,9,5,8.5,$42.00,1
Nimatsu TSUNAMI COMBI ATTACK,Nimatsu,TSUNAMI COMBI ATTACK,,,,,$85.00,1
Nimatsu Tsunami DEF Light,Nimatsu,Tsunami DEF Light,8,8.5,5,8,,1
Nittaku A P (EXCELLENT AP),Nittaku,A P (EXCELLENT AP),9.5,8.4,7,9.3,$140.00,3
Nittaku AA,Nittaku,AA,8.5,8.3,5,8.8,,2
Nittaku Acoustic,Nittaku,Acoustic,8.5,9.2,4.8,9.6,$165.00,62
Nittaku Acoustic  Large Handle,Nittaku,Acoustic  Large Handle,9,9.2,5.2,9.5,$164.00,12
Nittaku Acoustic Carbon,Nittaku,Acoustic Carbon,9.3,9,6.1,9.3,$179.00,14
Nittaku Acoustic Carbon Inner,Nittaku,Acoustic Carbon Inner,9,9.3,5.8,9.5,$180.00,9
Nittaku Acoustic Carbon Inner Large Handle,Nittaku,Acoustic Carbon Inner Large Handle,8.8,9.6,5.2,9.5,$171.00,11
Nittaku Active 7,Nittaku,Active 7,9.2,7.8,3,8.5,,2
Nittaku Adelie,Nittaku,Adelie,8.7,9.4,4.5,9.5,$147.00,20
Nittaku Airuline 8.8,Nittaku,Airuline 8.8,9,10,7,9,$45.00,1
Nittaku Alulass,Nittaku,Alulass,8.5,9.3,5.4,9.5,$87.00,12
Nittaku Barwell,Nittaku,Barwell,9.2,8.9,4.4,9.6,$165.00,13
Nittaku Barwell Fleet,Nittaku,Barwell Fleet,9.1,9.4,6.2,9.5,$225.00,55
Nittaku Bizelox,Nittaku,Bizelox,8.5,8.4,4.5,8.6,$60.00,4
Nittaku Bloodwood,Nittaku,Bloodwood,8.9,9.1,7.8,9.5,$110.00,4
Nittaku Canaldy,Nittaku,Canaldy,7.9,8.1,5,8.4,$50.00,3
Nittaku Cellent,Nittaku,Cellent,9.1,9.3,5,9.5,$50.00,1
Nittaku Cellenty W05,Nittaku,Cellenty W05,9,8,7,9,$58.00,1
Nittaku Cellenty W07,Nittaku,Cellenty W07,9,8,5,9,$140.00,1
Nittaku Clout,Nittaku,Clout,8.4,8.8,5,9.4,$45.00,7
Nittaku Endless,Nittaku,Endless,6,8.5,6,9.5,$43.00,2
Nittaku Excelity,Nittaku,Excelity,,,,9,$45.00,1
Nittaku Expert-H,Nittaku,Expert-H,9,7,5,8.5,$50.00,1
Nittaku Feminist,Nittaku,Feminist,8,7,5,7,$60.00,1
Nittaku Feruku,Nittaku,Feruku,10,7,7,6.5,$136.00,1
Nittaku Fillmea,Nittaku,Fillmea,9,8,5,9,$90.00,1
Nittaku Flame,Nittaku,Flame,9.2,9.5,7,9.2,$71.00,2
Nittaku Flame Carbon,Nittaku,Flame Carbon,9.7,8.1,7.6,9.3,$100.00,7
Nittaku Flyatt Carbon,Nittaku,Flyatt Carbon,9,9.3,4.3,9.5,$58.00,3
Nittaku Flyatt Carbon Pro,Nittaku,Flyatt Carbon Pro,8.5,8,6,8.5,$75.00,2
Nittaku Forestia,Nittaku,Forestia,8.5,9.3,5,9.6,$70.00,3
Nittaku Goriki,Nittaku,Goriki,6.5,10,5,9.8,$300.00,1
Nittaku Goriki Super Cut,Nittaku,Goriki Super Cut,7,10,7,10,$350.00,1
Nittaku Goriki Super Drive,Nittaku,Goriki Super Drive,9.2,9.2,7.4,9.5,$300.00,7
Nittaku Greenshank,Nittaku,Greenshank,8.4,8.1,5,8.8,$76.00,4
Nittaku Haneyoshi,Nittaku,Haneyoshi,6.5,10,6,9.8,$88.00,3
Nittaku Hinoblaze,Nittaku,Hinoblaze,9.1,9.3,7.4,9.6,$130.00,9
Nittaku Hurricane Wang Hao (H-WH),Nittaku,Hurricane Wang Hao (H-WH),7,8,5,9,$50.00,1
Nittaku Jie Schopp,Nittaku,Jie Schopp,4,10,0,9,$35.00,1
Nittaku Kasumi Basic,Nittaku,Kasumi Basic,8.1,8.3,3.7,9,$60.00,6
Nittaku KCZ,Nittaku,KCZ,9.1,7.6,8.3,9,$85.00,10
Nittaku Kim Kyung Ah,Nittaku,Kim Kyung Ah,6.8,9.3,0,9.7,$110.00,4
Nittaku KVL,Nittaku,KVL,7.5,8,5,9,$120.00,1
Nittaku KVP-H,Nittaku,KVP-H,8,8,7,8,$55.00,1
Nittaku KVT,Nittaku,KVT,9.9,8.6,6.8,9.2,$99.00,4
Nittaku Large Beat Chikara,Nittaku,Large Beat Chikara,8.3,7.3,6,8,$38.00,2
Nittaku Latika,Nittaku,Latika,8.1,8.9,4.7,9.2,$74.00,19
Nittaku Latika 7,Nittaku,Latika 7,8.3,9,3,9,$90.00,1
Nittaku Latika Carbon,Nittaku,Latika Carbon,9.1,9.4,4.8,9.6,$179.00,9
